scenario,variable,measure,unit,key,tenor,sector,year,value
baseline,swap_rate,level,pct,COP,3M,,2026,7.753312432
baseline,swap_rate,level,pct,COP,3M,,2027,6.795529816
starting_point,swap_rate,level,pct,COP,3M,,2024,8.808409091
starting_point_average,swap_rate,level,pct,COP,3M,,2024,10.281335878
adverse,swap_rate,level,pct,COP,3Y,,2025,10.871970126
adverse,swap_rate,level,pct,COP,3Y,,2026,9.017148150
adverse,swap_rate,level,pct,COP,3Y,,2027,7.922729817
baseline,swap_rate,level,pct,COP,3Y,,2025,7.011157950
baseline,swap_rate,level,pct,COP,3Y,,2026,5.303615104
baseline,swap_rate,level,pct,COP,3Y,,2027,4.345832488
starting_point,swap_rate,level,pct,COP,3Y,,2024,8.015436364
starting_point_average,swap_rate,level,pct,COP,3Y,,2024,7.831638550
adverse,swap_rate,level,pct,COP,5Y,,2025,10.289040680
adverse,swap_rate,level,pct,COP,5Y,,2026,8.443398212
adverse,swap_rate,level,pct,COP,5Y,,2027,7.357496014
baseline,swap_rate,level,pct,COP,5Y,,2025,6.927624744
baseline,swap_rate,level,pct,COP,5Y,,2026,5.220081898
baseline,swap_rate,level,pct,COP,5Y,,2027,4.262299282
starting_point,swap_rate,level,pct,COP,5Y,,2024,8.229759091
starting_point_average,swap_rate,level,pct,COP,5Y,,2024,7.748105344
adverse,swap_rate,level,pct,COP,7Y,,2025,9.706111234
adverse,swap_rate,level,pct,COP,7Y,,2026,7.869648275
adverse,swap_rate,level,pct,COP,7Y,,2027,6.792262210
baseline,swap_rate,level,pct,COP,7Y,,2025,7.031819019
baseline,swap_rate,level,pct,COP,7Y,,2026,5.324276172
baseline,swap_rate,level,pct,COP,7Y,,2027,4.366493556
starting_point,swap_rate,level,pct,COP,7Y,,2024,8.437727273
starting_point_average,swap_rate,level,pct,COP,7Y,,2024,7.852299618
adverse,swap_rate,level,pct,CZK,10Y,,2025,3.920381654
adverse,swap_rate,level,pct,CZK,10Y,,2026,3.960693058
adverse,swap_rate,level,pct,CZK,10Y,,2027,4.052703872
baseline,swap_rate,level,pct,CZK,10Y,,2025,3.197170993
baseline,swap_rate,level,pct,CZK,10Y,,2026,3.366821392
baseline,swap_rate,level,pct,CZK,10Y,,2027,3.565040215
starting_point,swap_rate,level,pct,CZK,10Y,,2024,3.683418636
starting_point_average,swap_rate,level,pct,CZK,10Y,,2024,3.665811298
adverse,swap_rate,level,pct,CZK,1M,,2025,4.838541864
adverse,swap_rate,level,pct,CZK,1M,,2026,4.419096914
adverse,swap_rate,level,pct,CZK,1M,,2027,4.213087166
baseline,swap_rate,level,pct,CZK,1M,,2025,3.315681251
baseline,swap_rate,level,pct,CZK,1M,,2026,3.168584693
baseline,swap_rate,level,pct,CZK,1M,,2027,3.186216551
starting_point,swap_rate,level,pct,CZK,1M,,2024,4.006842105
starting_point_average,swap_rate,level,pct,CZK,1M,,2024,5.138849206
adverse,swap_rate,level,pct,CZK,1Y,,2025,4.621650419
adverse,swap_rate,level,pct,CZK,1Y,,2026,4.237571343
adverse,swap_rate,level,pct,CZK,1Y,,2027,4.054486254
baseline,swap_rate,level,pct,CZK,1Y,,2025,3.160301341
baseline,swap_rate,level,pct,CZK,1Y,,2026,3.037569934
baseline,swap_rate,level,pct,CZK,1Y,,2027,3.069093097
starting_point,swap_rate,level,pct,CZK,1Y,,2024,3.693684211
starting_point_average,swap_rate,level,pct,CZK,1Y,,2024,4.337619048
adverse,swap_rate,level,pct,CZK,20Y,,2025,3.983455853
adverse,swap_rate,level,pct,CZK,20Y,,2026,4.023767256
adverse,swap_rate,level,pct,CZK,20Y,,2027,4.115778071
baseline,swap_rate,level,pct,CZK,20Y,,2025,3.260245192
baseline,swap_rate,level,pct,CZK,20Y,,2026,3.429895590
baseline,swap_rate,level,pct,CZK,20Y,,2027,3.628114413
starting_point,swap_rate,level,pct,CZK,20Y,,2024,3.742863636
starting_point_average,swap_rate,level,pct,CZK,20Y,,2024,3.728885496
adverse,swap_rate,level,pct,CZK,2Y,,2025,4.543731668
adverse,swap_rate,level,pct,CZK,2Y,,2026,4.206807089
adverse,swap_rate,level,pct,CZK,2Y,,2027,4.054288211
baseline,swap_rate,level,pct,CZK,2Y,,2025,3.164397969
baseline,swap_rate,level,pct,CZK,2Y,,2026,3.074153429
baseline,swap_rate,level,pct,CZK,2Y,,2027,3.124198332
starting_point,swap_rate,level,pct,CZK,2Y,,2024,3.602712727
starting_point_average,swap_rate,level,pct,CZK,2Y,,2024,3.818423282
adverse,swap_rate,level,pct,CZK,30Y,,2025,4.049879059
adverse,swap_rate,level,pct,CZK,30Y,,2026,4.090190462
adverse,swap_rate,level,pct,CZK,30Y,,2027,4.182201277
baseline,swap_rate,level,pct,CZK,30Y,,2025,3.326668398
baseline,swap_rate,level,pct,CZK,30Y,,2026,3.496318796
baseline,swap_rate,level,pct,CZK,30Y,,2027,3.694537619
starting_point,swap_rate,level,pct,CZK,30Y,,2024,3.776195000
starting_point_average,swap_rate,level,pct,CZK,30Y,,2024,3.795308702
adverse,swap_rate,level,pct,CZK,3M,,2025,4.680089483
adverse,swap_rate,level,pct,CZK,3M,,2026,4.260644533
adverse,swap_rate,level,pct,CZK,3M,,2027,4.054634785
baseline,swap_rate,level,pct,CZK,3M,,2025,3.157228870
baseline,swap_rate,level,pct,CZK,3M,,2026,3.010132312
baseline,swap_rate,level,pct,CZK,3M,,2027,3.027764170
starting_point,swap_rate,level,pct,CZK,3M,,2024,3.907368421
starting_point_average,swap_rate,level,pct,CZK,3M,,2024,4.980396825
adverse,swap_rate,level,pct,CZK,3Y,,2025,4.465812916
adverse,swap_rate,level,pct,CZK,3Y,,2026,4.176042835
adverse,swap_rate,level,pct,CZK,3Y,,2027,4.054090169
baseline,swap_rate,level,pct,CZK,3Y,,2025,3.168494597
baseline,swap_rate,level,pct,CZK,3Y,,2026,3.110736925
baseline,swap_rate,level,pct,CZK,3Y,,2027,3.179303567
starting_point,swap_rate,level,pct,CZK,3Y,,2024,3.574343636
starting_point_average,swap_rate,level,pct,CZK,3Y,,2024,3.666285802
adverse,swap_rate,level,pct,CZK,5Y,,2025,4.309975412
adverse,swap_rate,level,pct,CZK,5Y,,2026,4.114514327
adverse,swap_rate,level,pct,CZK,5Y,,2027,4.053694084
baseline,swap_rate,level,pct,CZK,5Y,,2025,3.176687853
baseline,swap_rate,level,pct,CZK,5Y,,2026,3.183903915
baseline,swap_rate,level,pct,CZK,5Y,,2027,3.289514038
starting_point,swap_rate,level,pct,CZK,5Y,,2024,3.580434545
starting_point_average,swap_rate,level,pct,CZK,5Y,,2024,3.579968664
adverse,swap_rate,level,pct,CZK,7Y,,2025,4.154137909
adverse,swap_rate,level,pct,CZK,7Y,,2026,4.052985820
adverse,swap_rate,level,pct,CZK,7Y,,2027,4.053297999
baseline,swap_rate,level,pct,CZK,7Y,,2025,3.184881109
baseline,swap_rate,level,pct,CZK,7Y,,2026,3.257070906
baseline,swap_rate,level,pct,CZK,7Y,,2027,3.399724509
starting_point,swap_rate,level,pct,CZK,7Y,,2024,3.619345909
starting_point_average,swap_rate,level,pct,CZK,7Y,,2024,3.604244809
adverse,swap_rate,level,pct,DKK,10Y,,2025,2.599128453
adverse,swap_rate,level,pct,DKK,10Y,,2026,2.546024495
adverse,swap_rate,level,pct,DKK,10Y,,2027,2.501841999
baseline,swap_rate,level,pct,DKK,10Y,,2025,1.943958333
baseline,swap_rate,level,pct,DKK,10Y,,2026,2.008025000
baseline,swap_rate,level,pct,DKK,10Y,,2027,2.060058333
starting_point,swap_rate,level,pct,DKK,10Y,,2024,2.367463636
starting_point_average,swap_rate,level,pct,DKK,10Y,,2024,2.736751737
adverse,swap_rate,level,pct,DKK,1M,,2025,3.024512290
adverse,swap_rate,level,pct,DKK,1M,,2026,2.769824479
adverse,swap_rate,level,pct,DKK,1M,,2027,2.731209114
baseline,swap_rate,level,pct,DKK,1M,,2025,1.693968354
baseline,swap_rate,level,pct,DKK,1M,,2026,1.677235021
baseline,swap_rate,level,pct,DKK,1M,,2027,1.834018354
starting_point,swap_rate,level,pct,DKK,1M,,2024,2.868814286
starting_point_average,swap_rate,level,pct,DKK,1M,,2024,3.569429954
adverse,swap_rate,level,pct,DKK,1Y,,2025,2.926235053
adverse,swap_rate,level,pct,DKK,1Y,,2026,2.687053692
adverse,swap_rate,level,pct,DKK,1Y,,2027,2.648010086
baseline,swap_rate,level,pct,DKK,1Y,,2025,1.647642949
baseline,swap_rate,level,pct,DKK,1Y,,2026,1.637125000
baseline,swap_rate,level,pct,DKK,1Y,,2027,1.785850641
starting_point,swap_rate,level,pct,DKK,1Y,,2024,2.376294444
starting_point_average,swap_rate,level,pct,DKK,1Y,,2024,3.279404400
adverse,swap_rate,level,pct,DKK,20Y,,2025,2.581807869
adverse,swap_rate,level,pct,DKK,20Y,,2026,2.528703912
adverse,swap_rate,level,pct,DKK,20Y,,2027,2.484521415
baseline,swap_rate,level,pct,DKK,20Y,,2025,1.926637750
baseline,swap_rate,level,pct,DKK,20Y,,2026,1.990704416
baseline,swap_rate,level,pct,DKK,20Y,,2027,2.042737750
starting_point,swap_rate,level,pct,DKK,20Y,,2024,2.378013636
starting_point_average,swap_rate,level,pct,DKK,20Y,,2024,2.719431154
adverse,swap_rate,level,pct,DKK,2Y,,2025,2.889889875
adverse,swap_rate,level,pct,DKK,2Y,,2026,2.671383781
adverse,swap_rate,level,pct,DKK,2Y,,2027,2.631769187
baseline,swap_rate,level,pct,DKK,2Y,,2025,1.680566880
baseline,swap_rate,level,pct,DKK,2Y,,2026,1.678336111
baseline,swap_rate,level,pct,DKK,2Y,,2027,1.816318162
starting_point,swap_rate,level,pct,DKK,2Y,,2024,2.224554545
starting_point_average,swap_rate,level,pct,DKK,2Y,,2024,2.941500000
adverse,swap_rate,level,pct,DKK,30Y,,2025,2.359833086
adverse,swap_rate,level,pct,DKK,30Y,,2026,2.306729128
adverse,swap_rate,level,pct,DKK,30Y,,2027,2.262546632
baseline,swap_rate,level,pct,DKK,30Y,,2025,1.704662967
baseline,swap_rate,level,pct,DKK,30Y,,2026,1.768729633
baseline,swap_rate,level,pct,DKK,30Y,,2027,1.820762967
starting_point,swap_rate,level,pct,DKK,30Y,,2024,2.155440909
starting_point_average,swap_rate,level,pct,DKK,30Y,,2024,2.497456371
adverse,swap_rate,level,pct,DKK,3M,,2025,2.953493936
adverse,swap_rate,level,pct,DKK,3M,,2026,2.698806125
adverse,swap_rate,level,pct,DKK,3M,,2027,2.660190760
baseline,swap_rate,level,pct,DKK,3M,,2025,1.622950000
baseline,swap_rate,level,pct,DKK,3M,,2026,1.606216667
baseline,swap_rate,level,pct,DKK,3M,,2027,1.763000000
starting_point,swap_rate,level,pct,DKK,3M,,2024,2.755555556
starting_point_average,swap_rate,level,pct,DKK,3M,,2024,3.498411600
adverse,swap_rate,level,pct,DKK,3Y,,2025,2.853544697
adverse,swap_rate,level,pct,DKK,3Y,,2026,2.655713871
adverse,swap_rate,level,pct,DKK,3Y,,2027,2.615528289
baseline,swap_rate,level,pct,DKK,3Y,,2025,1.713490812
baseline,swap_rate,level,pct,DKK,3Y,,2026,1.719547222
baseline,swap_rate,level,pct,DKK,3Y,,2027,1.846785684
starting_point,swap_rate,level,pct,DKK,3Y,,2024,2.218513636
starting_point_average,swap_rate,level,pct,DKK,3Y,,2024,2.808163740
adverse,swap_rate,level,pct,DKK,5Y,,2025,2.780854342
adverse,swap_rate,level,pct,DKK,5Y,,2026,2.624374049
adverse,swap_rate,level,pct,DKK,5Y,,2027,2.583046492
baseline,swap_rate,level,pct,DKK,5Y,,2025,1.779338675
baseline,swap_rate,level,pct,DKK,5Y,,2026,1.801969444
baseline,swap_rate,level,pct,DKK,5Y,,2027,1.907720726
starting_point,swap_rate,level,pct,DKK,5Y,,2024,2.265568182
starting_point_average,swap_rate,level,pct,DKK,5Y,,2024,2.720424615
adverse,swap_rate,level,pct,DKK,7Y,,2025,2.708163986
adverse,swap_rate,level,pct,DKK,7Y,,2026,2.593034227
adverse,swap_rate,level,pct,DKK,7Y,,2027,2.550564694
baseline,swap_rate,level,pct,DKK,7Y,,2025,1.845186538
baseline,swap_rate,level,pct,DKK,7Y,,2026,1.884391667
baseline,swap_rate,level,pct,DKK,7Y,,2027,1.968655769
starting_point,swap_rate,level,pct,DKK,7Y,,2024,2.305763636
starting_point_average,swap_rate,level,pct,DKK,7Y,,2024,2.702705769
adverse,swap_rate,level,pct,EUR,10Y,,2025,3.130142928
adverse,swap_rate,level,pct,EUR,10Y,,2026,3.026321403
adverse,swap_rate,level,pct,EUR,10Y,,2027,2.956357006
baseline,swap_rate,level,pct,EUR,10Y,,2025,2.336016750
baseline,swap_rate,level,pct,EUR,10Y,,2026,2.374216750
baseline,swap_rate,level,pct,EUR,10Y,,2027,2.420874750
starting_point,swap_rate,level,pct,EUR,10Y,,2024,2.235795455
starting_point_average,swap_rate,level,pct,EUR,10Y,,2024,2.583388417
adverse,swap_rate,level,pct,EUR,1M,,2025,3.824662708
adverse,swap_rate,level,pct,EUR,1M,,2026,3.424753380
adverse,swap_rate,level,pct,EUR,1M,,2027,3.326606349
baseline,swap_rate,level,pct,EUR,1M,,2025,2.115074092
baseline,swap_rate,level,pct,EUR,1M,,2026,2.020907592
baseline,swap_rate,level,pct,EUR,1M,,2027,2.173824342
starting_point,swap_rate,level,pct,EUR,1M,,2024,2.890050000
starting_point_average,swap_rate,level,pct,EUR,1M,,2024,3.560214844
adverse,swap_rate,level,pct,EUR,1Y,,2025,3.287048257
adverse,swap_rate,level,pct,EUR,1Y,,2026,2.998214784
adverse,swap_rate,level,pct,EUR,1Y,,2027,2.974743969
baseline,swap_rate,level,pct,EUR,1Y,,2025,2.141616519
baseline,swap_rate,level,pct,EUR,1Y,,2026,2.057632058
baseline,swap_rate,level,pct,EUR,1Y,,2027,2.202375058
starting_point,swap_rate,level,pct,EUR,1Y,,2024,2.350277273
starting_point_average,swap_rate,level,pct,EUR,1Y,,2024,3.219662977
adverse,swap_rate,level,pct,EUR,20Y,,2025,3.007425368
adverse,swap_rate,level,pct,EUR,20Y,,2026,2.924384119
adverse,swap_rate,level,pct,EUR,20Y,,2027,2.871483655
baseline,swap_rate,level,pct,EUR,20Y,,2025,2.329493982
baseline,swap_rate,level,pct,EUR,20Y,,2026,2.367693982
baseline,swap_rate,level,pct,EUR,20Y,,2027,2.414351982
starting_point,swap_rate,level,pct,EUR,20Y,,2024,2.235681818
starting_point_average,swap_rate,level,pct,EUR,20Y,,2024,2.576865649
adverse,swap_rate,level,pct,EUR,2Y,,2025,3.255853189
adverse,swap_rate,level,pct,EUR,2Y,,2026,2.990037642
adverse,swap_rate,level,pct,EUR,2Y,,2027,2.963421783
baseline,swap_rate,level,pct,EUR,2Y,,2025,2.163216545
baseline,swap_rate,level,pct,EUR,2Y,,2026,2.092808135
baseline,swap_rate,level,pct,EUR,2Y,,2027,2.226652801
starting_point,swap_rate,level,pct,EUR,2Y,,2024,2.171918182
starting_point_average,swap_rate,level,pct,EUR,2Y,,2024,2.843700000
adverse,swap_rate,level,pct,EUR,30Y,,2025,2.570510982
adverse,swap_rate,level,pct,EUR,30Y,,2026,2.527068437
adverse,swap_rate,level,pct,EUR,30Y,,2027,2.506684845
baseline,swap_rate,level,pct,EUR,30Y,,2025,2.113999325
baseline,swap_rate,level,pct,EUR,30Y,,2026,2.152199325
baseline,swap_rate,level,pct,EUR,30Y,,2027,2.198857325
starting_point,swap_rate,level,pct,EUR,30Y,,2024,2.034290909
starting_point_average,swap_rate,level,pct,EUR,30Y,,2024,2.361370992
adverse,swap_rate,level,pct,EUR,3M,,2025,3.396486982
adverse,swap_rate,level,pct,EUR,3M,,2026,3.075002237
adverse,swap_rate,level,pct,EUR,3M,,2027,3.041254337
baseline,swap_rate,level,pct,EUR,3M,,2025,2.125416500
baseline,swap_rate,level,pct,EUR,3M,,2026,2.031250000
baseline,swap_rate,level,pct,EUR,3M,,2027,2.184166750
starting_point,swap_rate,level,pct,EUR,3M,,2024,2.814636364
starting_point_average,swap_rate,level,pct,EUR,3M,,2024,3.570557252
adverse,swap_rate,level,pct,EUR,3Y,,2025,3.248826318
adverse,swap_rate,level,pct,EUR,3Y,,2026,3.129511900
adverse,swap_rate,level,pct,EUR,3Y,,2027,3.070192789
baseline,swap_rate,level,pct,EUR,3Y,,2025,2.166399750
baseline,swap_rate,level,pct,EUR,3Y,,2026,2.240666500
baseline,swap_rate,level,pct,EUR,3Y,,2027,2.340308500
starting_point,swap_rate,level,pct,EUR,3Y,,2024,2.260536364
starting_point_average,swap_rate,level,pct,EUR,3Y,,2024,2.698764729
adverse,swap_rate,level,pct,EUR,5Y,,2025,3.221994176
adverse,swap_rate,level,pct,EUR,5Y,,2026,3.104522677
adverse,swap_rate,level,pct,EUR,5Y,,2027,3.025306719
baseline,swap_rate,level,pct,EUR,5Y,,2025,2.250241500
baseline,swap_rate,level,pct,EUR,5Y,,2026,2.306558250
baseline,swap_rate,level,pct,EUR,5Y,,2027,2.370050250
starting_point,swap_rate,level,pct,EUR,5Y,,2024,2.154750000
starting_point_average,swap_rate,level,pct,EUR,5Y,,2024,2.577694595
adverse,swap_rate,level,pct,EUR,7Y,,2025,3.147858765
adverse,swap_rate,level,pct,EUR,7Y,,2026,2.988551939
adverse,swap_rate,level,pct,EUR,7Y,,2027,2.939164565
baseline,swap_rate,level,pct,EUR,7Y,,2025,2.271216673
baseline,swap_rate,level,pct,EUR,7Y,,2026,2.268688519
baseline,swap_rate,level,pct,EUR,7Y,,2027,2.348041519
starting_point,swap_rate,level,pct,EUR,7Y,,2024,2.183990909
starting_point_average,swap_rate,level,pct,EUR,7Y,,2024,2.557971815
adverse,swap_rate,level,pct,GBP,10Y,,2025,4.591922850
adverse,swap_rate,level,pct,GBP,10Y,,2026,4.570801083
adverse,swap_rate,level,pct,GBP,10Y,,2027,4.493554398
baseline,swap_rate,level,pct,GBP,10Y,,2025,3.849927171
baseline,swap_rate,level,pct,GBP,10Y,,2026,3.882427171
baseline,swap_rate,level,pct,GBP,10Y,,2027,3.854927171
starting_point,swap_rate,level,pct,GBP,10Y,,2024,3.946389000
starting_point_average,swap_rate,level,pct,GBP,10Y,,2024,3.795868577
adverse,swap_rate,level,pct,GBP,1M,,2025,5.132532347
adverse,swap_rate,level,pct,GBP,1M,,2026,4.125447249
adverse,swap_rate,level,pct,GBP,1M,,2027,3.873390854
baseline,swap_rate,level,pct,GBP,1M,,2025,4.169642737
baseline,swap_rate,level,pct,GBP,1M,,2026,3.232142737
baseline,swap_rate,level,pct,GBP,1M,,2027,3.044642737
starting_point,swap_rate,level,pct,GBP,1M,,2024,4.703061818
starting_point_average,swap_rate,level,pct,GBP,1M,,2024,5.045009160
adverse,swap_rate,level,pct,GBP,1Y,,2025,4.865072462
adverse,swap_rate,level,pct,GBP,1Y,,2026,3.947175936
adverse,swap_rate,level,pct,GBP,1Y,,2027,3.720947261
baseline,swap_rate,level,pct,GBP,1Y,,2025,4.103840552
baseline,swap_rate,level,pct,GBP,1Y,,2026,3.240955936
baseline,swap_rate,level,pct,GBP,1Y,,2027,3.065763629
starting_point,swap_rate,level,pct,GBP,1Y,,2024,4.419760455
starting_point_average,swap_rate,level,pct,GBP,1Y,,2024,4.694487752
adverse,swap_rate,level,pct,GBP,20Y,,2025,4.610410445
adverse,swap_rate,level,pct,GBP,20Y,,2026,4.596125667
adverse,swap_rate,level,pct,GBP,20Y,,2027,4.525221882
baseline,swap_rate,level,pct,GBP,20Y,,2025,3.963022171
baseline,swap_rate,level,pct,GBP,20Y,,2026,3.995522171
baseline,swap_rate,level,pct,GBP,20Y,,2027,3.968022171
starting_point,swap_rate,level,pct,GBP,20Y,,2024,4.109685500
starting_point_average,swap_rate,level,pct,GBP,20Y,,2024,3.908963577
adverse,swap_rate,level,pct,GBP,2Y,,2025,4.817971851
adverse,swap_rate,level,pct,GBP,2Y,,2026,4.000927483
adverse,swap_rate,level,pct,GBP,2Y,,2027,3.792375401
baseline,swap_rate,level,pct,GBP,2Y,,2025,4.075627954
baseline,swap_rate,level,pct,GBP,2Y,,2026,3.312230518
baseline,swap_rate,level,pct,GBP,2Y,,2027,3.153448467
starting_point,swap_rate,level,pct,GBP,2Y,,2024,4.212082727
starting_point_average,swap_rate,level,pct,GBP,2Y,,2024,4.321739731
adverse,swap_rate,level,pct,GBP,30Y,,2025,4.577381223
adverse,swap_rate,level,pct,GBP,30Y,,2026,4.562771066
adverse,swap_rate,level,pct,GBP,30Y,,2027,4.491565417
baseline,swap_rate,level,pct,GBP,30Y,,2025,3.925490486
baseline,swap_rate,level,pct,GBP,30Y,,2026,3.957990486
baseline,swap_rate,level,pct,GBP,30Y,,2027,3.930490486
starting_point,swap_rate,level,pct,GBP,30Y,,2024,4.080674000
starting_point_average,swap_rate,level,pct,GBP,30Y,,2024,3.871431892
adverse,swap_rate,level,pct,GBP,3M,,2025,5.306753023
adverse,swap_rate,level,pct,GBP,3M,,2026,4.283851333
adverse,swap_rate,level,pct,GBP,3M,,2027,4.017121363
baseline,swap_rate,level,pct,GBP,3M,,2025,4.125000000
baseline,swap_rate,level,pct,GBP,3M,,2026,3.187500000
baseline,swap_rate,level,pct,GBP,3M,,2027,3.000000000
starting_point,swap_rate,level,pct,GBP,3M,,2024,4.642407727
starting_point_average,swap_rate,level,pct,GBP,3M,,2024,5.000366423
adverse,swap_rate,level,pct,GBP,3Y,,2025,4.867735029
adverse,swap_rate,level,pct,GBP,3Y,,2026,4.144542770
adverse,swap_rate,level,pct,GBP,3Y,,2027,3.947173101
baseline,swap_rate,level,pct,GBP,3Y,,2025,4.047415356
baseline,swap_rate,level,pct,GBP,3Y,,2026,3.383505099
baseline,swap_rate,level,pct,GBP,3Y,,2027,3.241133305
starting_point,swap_rate,level,pct,GBP,3Y,,2024,4.091323333
starting_point_average,swap_rate,level,pct,GBP,3Y,,2024,4.109394346
adverse,swap_rate,level,pct,GBP,5Y,,2025,4.834184305
adverse,swap_rate,level,pct,GBP,5Y,,2026,4.308313336
adverse,swap_rate,level,pct,GBP,5Y,,2027,4.142230575
baseline,swap_rate,level,pct,GBP,5Y,,2025,3.990990160
baseline,swap_rate,level,pct,GBP,5Y,,2026,3.526054263
baseline,swap_rate,level,pct,GBP,5Y,,2027,3.416502981
starting_point,swap_rate,level,pct,GBP,5Y,,2024,3.968078182
starting_point_average,swap_rate,level,pct,GBP,5Y,,2024,3.879380345
adverse,swap_rate,level,pct,GBP,7Y,,2025,4.706443105
adverse,swap_rate,level,pct,GBP,7Y,,2026,4.384700285
adverse,swap_rate,level,pct,GBP,7Y,,2027,4.256219378
baseline,swap_rate,level,pct,GBP,7Y,,2025,3.934564964
baseline,swap_rate,level,pct,GBP,7Y,,2026,3.668603426
baseline,swap_rate,level,pct,GBP,7Y,,2027,3.591872657
starting_point,swap_rate,level,pct,GBP,7Y,,2024,3.921450476
starting_point_average,swap_rate,level,pct,GBP,7Y,,2024,3.793135364
adverse,swap_rate,level,pct,HKD,10Y,,2025,3.999976476
adverse,swap_rate,level,pct,HKD,10Y,,2026,3.025798129
adverse,swap_rate,level,pct,HKD,10Y,,2027,2.910695423
baseline,swap_rate,level,pct,HKD,10Y,,2025,3.060012298
baseline,swap_rate,level,pct,HKD,10Y,,2026,2.153762298
baseline,swap_rate,level,pct,HKD,10Y,,2027,2.101678964
starting_point,swap_rate,level,pct,HKD,10Y,,2024,3.526000000
starting_point_average,swap_rate,level,pct,HKD,10Y,,2024,3.584467176
adverse,swap_rate,level,pct,HKD,1M,,2025,5.619257348
adverse,swap_rate,level,pct,HKD,1M,,2026,4.585756217
adverse,swap_rate,level,pct,HKD,1M,,2027,4.415617805
baseline,swap_rate,level,pct,HKD,1M,,2025,3.858409187
baseline,swap_rate,level,pct,HKD,1M,,2026,2.952159187
baseline,swap_rate,level,pct,HKD,1M,,2027,2.900075854
starting_point,swap_rate,level,pct,HKD,1M,,2024,4.463307500
starting_point_average,swap_rate,level,pct,HKD,1M,,2024,4.382864065
adverse,swap_rate,level,pct,HKD,1Y,,2025,5.622081109
adverse,swap_rate,level,pct,HKD,1Y,,2026,4.593143269
adverse,swap_rate,level,pct,HKD,1Y,,2027,4.427238372
baseline,swap_rate,level,pct,HKD,1Y,,2025,3.708611916
baseline,swap_rate,level,pct,HKD,1Y,,2026,2.802361916
baseline,swap_rate,level,pct,HKD,1Y,,2027,2.750278583
starting_point,swap_rate,level,pct,HKD,1Y,,2024,3.936727273
starting_point_average,swap_rate,level,pct,HKD,1Y,,2024,4.233066794
adverse,swap_rate,level,pct,HKD,20Y,,2025,4.084906246
adverse,swap_rate,level,pct,HKD,20Y,,2026,3.110727900
adverse,swap_rate,level,pct,HKD,20Y,,2027,2.995625194
baseline,swap_rate,level,pct,HKD,20Y,,2025,3.144942069
baseline,swap_rate,level,pct,HKD,20Y,,2026,2.238692069
baseline,swap_rate,level,pct,HKD,20Y,,2027,2.186608735
starting_point,swap_rate,level,pct,HKD,20Y,,2024,3.595636364
starting_point_average,swap_rate,level,pct,HKD,20Y,,2024,3.669396947
adverse,swap_rate,level,pct,HKD,2Y,,2025,5.441847261
adverse,swap_rate,level,pct,HKD,2Y,,2026,4.418993809
adverse,swap_rate,level,pct,HKD,2Y,,2027,4.258733600
baseline,swap_rate,level,pct,HKD,2Y,,2025,3.373178710
baseline,swap_rate,level,pct,HKD,2Y,,2026,2.466928710
baseline,swap_rate,level,pct,HKD,2Y,,2027,2.414845376
starting_point,swap_rate,level,pct,HKD,2Y,,2024,3.741772727
starting_point_average,swap_rate,level,pct,HKD,2Y,,2024,3.897633588
adverse,swap_rate,level,pct,HKD,30Y,,2025,4.084906246
adverse,swap_rate,level,pct,HKD,30Y,,2026,3.110727900
adverse,swap_rate,level,pct,HKD,30Y,,2027,2.995625194
baseline,swap_rate,level,pct,HKD,30Y,,2025,3.144942069
baseline,swap_rate,level,pct,HKD,30Y,,2026,2.238692069
baseline,swap_rate,level,pct,HKD,30Y,,2027,2.186608735
starting_point,swap_rate,level,pct,HKD,30Y,,2024,3.595636364
starting_point_average,swap_rate,level,pct,HKD,30Y,,2024,3.669396947
adverse,swap_rate,level,pct,HKD,3M,,2025,5.757256495
adverse,swap_rate,level,pct,HKD,3M,,2026,4.723755364
adverse,swap_rate,level,pct,HKD,3M,,2027,4.553616951
baseline,swap_rate,level,pct,HKD,3M,,2025,3.996408333
baseline,swap_rate,level,pct,HKD,3M,,2026,3.090158333
baseline,swap_rate,level,pct,HKD,3M,,2027,3.038075000
starting_point,swap_rate,level,pct,HKD,3M,,2024,4.354997500
starting_point_average,swap_rate,level,pct,HKD,3M,,2024,4.520863211
adverse,swap_rate,level,pct,HKD,3Y,,2025,5.261613412
adverse,swap_rate,level,pct,HKD,3Y,,2026,4.244844349
adverse,swap_rate,level,pct,HKD,3Y,,2027,4.090228828
baseline,swap_rate,level,pct,HKD,3Y,,2025,3.197218786
baseline,swap_rate,level,pct,HKD,3Y,,2026,2.290968786
baseline,swap_rate,level,pct,HKD,3Y,,2027,2.238885453
starting_point,swap_rate,level,pct,HKD,3Y,,2024,3.634000000
starting_point_average,swap_rate,level,pct,HKD,3Y,,2024,3.721673664
adverse,swap_rate,level,pct,HKD,5Y,,2025,4.901145716
adverse,swap_rate,level,pct,HKD,5Y,,2026,3.896545429
adverse,swap_rate,level,pct,HKD,5Y,,2027,3.753219284
baseline,swap_rate,level,pct,HKD,5Y,,2025,3.057550847
baseline,swap_rate,level,pct,HKD,5Y,,2026,2.151300847
baseline,swap_rate,level,pct,HKD,5Y,,2027,2.099217514
starting_point,swap_rate,level,pct,HKD,5Y,,2024,3.526818182
starting_point_average,swap_rate,level,pct,HKD,5Y,,2024,3.582005725
